        #      k      largestgap  sum(wcc(:,ik))      wcc(i, ik)(i=1, NumberofSelectedOccupiedBands)
      0.00000000      0.26292274      0.00324029      0.00031853      0.00033353      0.16605877      0.16607403      0.35977146      0.35978159      0.50000207      0.50000231      0.64087908      0.64088685      0.83456387      0.83456820
      0.00251256      0.73718535      0.00322136      0.00027824      0.00036687      0.16358191      0.16855204      0.35849241      0.36104756      0.49992170      0.50008261      0.63956413      0.64221139      0.83215932      0.83696318
      0.00502513      0.73666040      0.00318301      0.00022311      0.00040692      0.16116101      0.17097905      0.35723901      0.36226321      0.49984137      0.50016279      0.63829337      0.64351369      0.82980712      0.83929238
      0.00753769      0.73616105      0.00314189      0.00015120      0.00046213      0.15885785      0.17329503      0.35604408      0.36339416      0.49976121      0.50024273      0.63710715      0.64475738      0.82756473      0.84150424
      0.01005025      0.73569565      0.00311683      0.00004640      0.00055599      0.15670849      0.17546681      0.35492967      0.36441646      0.49968131      0.50032239      0.63603088      0.64592129      0.82547001      0.84356711
      0.01256281      0.73526763      0.00312018      0.00071956      0.15473111      0.17747916      0.35390664      0.36531837      0.49960171      0.50040178      0.63507757      0.64699401      0.82354125      0.84546664      0.99988240
      0.01507538      0.73487580      0.00315150      0.00098201      0.15292894      0.17932933      0.35297613      0.36610068      0.49952247      0.50048090      0.63424723      0.64797153      0.82178006      0.84720225      0.99962998
      0.01758794      0.73451611      0.00319598      0.00135796      0.15129538      0.18101886      0.35213298      0.36677528      0.49944369      0.50055969      0.63352860      0.64885386      0.82017836      0.84878205      0.99926925
      0.02010050      0.73418425      0.00322844      0.00183942      0.14981922      0.18254624      0.35136988      0.36736163      0.49936563      0.50063797      0.63290285      0.64964188      0.81872661      0.85021761      0.99879949
      0.02261307      0.73387796      0.00322237      0.00239575      0.14848873      0.18390369      0.35068129      0.36788165      0.49928864      0.50071542      0.63234874      0.65033553      0.81742039      0.85151998      0.99824258
      0.02512563      0.73359826      0.00315985      0.00298214      0.14729379      0.18507941      0.35006546      0.36835428      0.49921324      0.50079152      0.63184777      0.65093397      0.81626255      0.85269765      0.99763807
      0.02763819      0.73334880      0.00303721      0.00355265      0.14622611      0.18606328      0.34952384      0.36879208      0.49914003      0.50086567      0.63138735      0.65143705      0.81526055      0.85375676      0.99703184
      0.03015075      0.73313407      0.00286379      0.00407127      0.14527824      0.18685221      0.34905877      0.36920079      0.49906959      0.50093726      0.63096112      0.65184693      0.81442121      0.85470234      0.99646406
      0.03266332      0.73295755      0.00265607      0.00451674      0.14444262      0.18745218      0.34867099      0.36958128      0.49900248      0.50100572      0.63056718      0.65216872      0.81374637      0.85553974      0.99596205
      0.03517588      0.73282067      0.00243143      0.00488154      0.14371112      0.18787687      0.34835849      0.36993217      0.49893911      0.50107059      0.63020580      0.65241005      0.81323129      0.85627529      0.99553912
      0.03768844      0.73272276      0.00220430      0.00516776      0.14307510      0.18814474      0.34811665      0.37025174      0.49887980      0.50113153      0.62987770      0.65257995      0.81286557      0.85691632      0.99519746
      0.04020101      0.73266068      0.00196746      0.00537148      0.14249109      0.18824767      0.34795734      0.37057610      0.49882722      0.50118601      0.62954459      0.65266515      0.81265621      0.85750552      0.99493909
      0.04271357      0.73263289      0.00176407      0.00552569      0.14202134      0.18826322      0.34783701      0.37082996      0.49877665      0.50123841      0.62928411      0.65272031      0.81254547      0.85797991      0.99474200
      0.04522613      0.73263548      0.00158995      0.00563821      0.14165256      0.18820661      0.34774761      0.37101744      0.49872785      0.50128895      0.62909137      0.65275308      0.81251789      0.85835246      0.99459594
      0.04773869      0.73266311      0.00141860      0.00569728      0.14131289      0.18804037      0.34771969      0.37121113      0.49868594      0.50133278      0.62889117      0.65272567      0.81260055      0.85869517      0.99450597
      0.05025126      0.73271294      0.00126460      0.00572142      0.14102831      0.18780574      0.34772851      0.37137704      0.49864829      0.50137236      0.62871865      0.65266675      0.81275912      0.85898195      0.99445648
      0.05276382      0.73278082      0.00111894      0.00570823      0.14076453      0.18749125      0.34778776      0.37154973      0.49861745      0.50140523      0.62853830      0.65255988      0.81300175      0.85924723      0.99444758
      0.05527638      0.73286532      0.00099733      0.00568149      0.14057285      0.18715440      0.34785462      0.37166614      0.49858785      0.50143669      0.62841502      0.65245277      0.81327787      0.85943961      0.99445803
      0.05778894      0.73296304      0.00088900      0.00563632      0.14041928      0.18677930      0.34794412      0.37176174      0.49856198      0.50146434      0.62831240      0.65232717      0.81359892      0.85959329      0.99449014
      0.06030151      0.73307169      0.00079250      0.00557637      0.14029940      0.18637298      0.34805289      0.37183878      0.49853965      0.50148838      0.62822824      0.65218605      0.81395733      0.85971278      0.99453966
      0.06281407      0.73318927      0.00070650      0.00550462      0.14020933      0.18594132      0.34817804      0.37189934      0.49852062      0.50150901      0.62816049      0.65203191      0.81434662      0.85980209      0.99460310
      0.06532663      0.73331406      0.00062978      0.00542350      0.14014562      0.18548930      0.34831713      0.37194539      0.49850468      0.50152643      0.62810725      0.65186683      0.81476129      0.85986476      0.99467760
      0.06783920      0.73344459      0.00056126      0.00533498      0.14010522      0.18502110      0.34846807      0.37197869      0.49849161      0.50154085      0.62806680      0.65169258      0.81519661      0.85990391      0.99476082
