           0     -24.0651
   0.0775168     -24.0666
    0.155034     -24.0678
    0.277342     -24.0651
    0.354859     -24.0666
    0.464484     -24.0666
    0.542001     -24.0678

           0     -24.0651
   0.0775168     -24.0656
    0.155034     -24.0662
    0.277342     -24.0651
    0.354859     -24.0656
    0.464484     -24.0656
    0.542001     -24.0662

           0     -24.0474
   0.0775168     -24.0459
    0.155034     -24.0438
    0.277342     -24.0474
    0.354859     -24.0459
    0.464484     -24.0459
    0.542001     -24.0438

           0     -24.0474
   0.0775168     -24.0438
    0.155034      -24.041
    0.277342     -24.0474
    0.354859     -24.0438
    0.464484     -24.0438
    0.542001      -24.041

           0     -21.1146
   0.0775168      -21.116
    0.155034     -21.1172
    0.277342     -21.1147
    0.354859     -21.1161
    0.464484     -21.1161
    0.542001     -21.1173

           0     -21.1146
   0.0775168     -21.1112
    0.155034     -21.1119
    0.277342     -21.1147
    0.354859     -21.1112
    0.464484     -21.1112
    0.542001      -21.112

           0     -21.1054
   0.0775168     -21.1062
    0.155034     -21.1058
    0.277342     -21.1053
    0.354859     -21.1061
    0.464484     -21.1061
    0.542001     -21.1058

           0     -21.1054
   0.0775168     -21.1052
    0.155034     -21.1036
    0.277342     -21.1053
    0.354859     -21.1051
    0.464484     -21.1051
    0.542001     -21.1035

           0     -21.0794
   0.0775168     -21.0771
    0.155034     -21.0736
    0.277342     -21.0795
    0.354859     -21.0771
    0.464484     -21.0771
    0.542001     -21.0736

           0     -21.0794
   0.0775168     -21.0764
    0.155034     -21.0727
    0.277342     -21.0795
    0.354859     -21.0764
    0.464484     -21.0764
    0.542001     -21.0727

           0      -12.309
   0.0775168      -11.705
    0.155034     -11.1612
    0.277342     -11.9961
    0.354859     -11.4799
    0.464484     -11.4799
    0.542001     -11.0134

           0      -12.309
   0.0775168     -11.7046
    0.155034     -11.1611
    0.277342     -11.9961
    0.354859     -11.4796
    0.464484     -11.4796
    0.542001     -11.0119

           0     -10.5493
   0.0775168     -10.6749
    0.155034     -10.5012
    0.277342      -11.168
    0.354859     -10.9523
    0.464484     -10.9523
    0.542001     -10.6442

           0     -10.5493
   0.0775168     -10.6699
    0.155034     -10.4955
    0.277342      -11.168
    0.354859       -10.95
    0.464484       -10.95
    0.542001     -10.6401

           0     -6.73873
   0.0775168     -6.53473
    0.155034     -6.70403
    0.277342     -5.64873
    0.354859     -6.38133
    0.464484     -6.38133
    0.542001     -6.53583

           0     -6.73873
   0.0775168     -6.36203
    0.155034     -6.55433
    0.277342     -5.64873
    0.354859     -6.29503
    0.464484     -6.29503
    0.542001     -6.35913

           0     -2.88253
   0.0775168     -4.60993
    0.155034     -5.65293
    0.277342     -3.46973
    0.354859     -5.44173
    0.464484     -5.44173
    0.542001     -6.01263

           0     -2.88253
   0.0775168     -4.56833
    0.155034     -5.64243
    0.277342     -3.46973
    0.354859     -5.41173
    0.464484     -5.41173
    0.542001     -5.90153

           0     -2.58813
   0.0775168     -3.93563
    0.155034     -3.54403
    0.277342     -2.52723
    0.354859     -2.93643
    0.464484     -2.93643
    0.542001     -3.92543

           0     -2.58813
   0.0775168     -3.40813
    0.155034     -3.23723
    0.277342     -2.52723
    0.354859     -2.60853
    0.464484     -2.60853
    0.542001     -3.61573

           0     -1.31143
   0.0775168     -2.43543
    0.155034     -3.02533
    0.277342     -2.33273
    0.354859     -2.03383
    0.464484     -2.03383
    0.542001     -3.23503

           0     -1.31143
   0.0775168     -2.16053
    0.155034     -3.00013
    0.277342     -2.33273
    0.354859     -2.01763
    0.464484     -2.01763
    0.542001     -2.93623

           0    -0.995332
   0.0775168     -2.14903
    0.155034     -2.35603
    0.277342     -1.33203
    0.354859     -1.32363
    0.464484     -1.32363
    0.542001     -2.29253

           0    -0.995332
   0.0775168     -1.94303
    0.155034     -2.30543
    0.277342     -1.33203
    0.354859     -1.30903
    0.464484     -1.30903
