    0.0000         9.2428
    0.0417         9.1112
    0.0835         8.9818
    0.1252         8.8795
    0.1670         8.7355
    0.2087         8.5676
    0.2505         8.3945
    0.2922         8.2052
    0.3340         8.0088
    0.3757         7.7964
    0.4175         7.5587
    0.4592         7.3568
    0.5010         7.1246
    0.5427         6.9271
    0.5845         6.7269
    0.6262         6.6723
    0.6680         6.6309
    0.7097         6.5566
    0.7515         6.3950
    0.7932         6.1965
    0.8349         5.9363
    0.8767         5.8472
    0.9184         6.1749
    0.9602         6.5099
    1.0019         6.8679
    1.0437         7.3604
    1.0854         7.6597
    1.1272         8.0616
    1.1689         8.4768
    1.2107         8.6096
    1.2524         8.6863
    1.2942         8.7375
    1.3359         8.7816
    1.3777         8.8182
    1.4194         8.8566
    1.4612         8.8833
    1.4758         8.8545
    1.4904         8.8267
    1.5050         8.7968
    1.5196         8.7685
    1.5342         8.7417
    1.5488         8.7168
    1.5634         8.8599
    1.5780         8.8354
    1.5926         8.8086
    1.6072         8.7785
    1.6218         8.7444
    1.6364         8.7052
    1.6510         8.8360
    1.6656         8.4204
    1.6802         8.3830
    1.6948         8.2236
    1.7094         8.1708
    1.7240         8.1061
    1.7387         7.9609
    1.7533         7.8911
    1.7679         7.8116
    1.7825         7.7265
    1.7971         7.6352
    1.8117         7.5391
    1.8263         7.4003
    1.8409         7.2990
    1.8555         7.1944
    1.8701         7.0894
    1.8847         6.9930
    1.8993         6.8884
    1.9139         6.7854
    1.9285         6.6859
    1.9431         6.5923
    1.9577         6.5111
    1.9723         6.4421
 &
  
    0.0000         9.1578
    0.0417         8.8867
    0.0835         8.8066
    0.1252         8.6911
    0.1670         8.5571
    0.2087         8.3957
    0.2505         8.2243
    0.2922         8.0425
    0.3340         7.8497
    0.3757         7.6918
    0.4175         7.5490
    0.4592         7.3464
    0.5010         7.1125
    0.5427         6.9105
    0.5845         6.7107
    0.6262         6.4964
    0.6680         6.2844
    0.7097         6.0610
    0.7515         5.8213
    0.7932         5.6801
    0.8349         5.6472
    0.8767         5.7829
    0.9184         6.0638
    0.9602         6.3718
    1.0019         6.7839
    1.0437         7.1445
    1.0854         7.4024
    1.1272         7.6717
    1.1689         7.8543
    1.2107         8.0944
    1.2524         8.0739
    1.2942         8.0380
    1.3359         8.0096
    1.3777         7.9961
    1.4194         8.0083
    1.4612         7.7273
    1.4758         7.6881
    1.4904         7.9852
    1.5050         7.9665
    1.5196         7.9550
    1.5342         7.9493
    1.5488         7.9486
    1.5634         7.9884
    1.5780         7.9928
    1.5926         7.9969
    1.6072         7.9989
    1.6218         7.9972
    1.6364         7.8265
    1.6510         7.7068
    1.6656         7.7236
    1.6802         7.7130
    1.6948         7.7036
    1.7094         7.6703
    1.7240         7.5950
    1.7387         7.5320
    1.7533         7.4557
    1.7679         7.3713
    1.7825         7.2744
    1.7971         7.1713
    1.8117         7.0724
    1.8263         6.9621
    1.8409         6.8563
    1.8555         6.7241
    1.8701         6.6181
    1.8847         6.5147
    1.8993         6.4146
