  0.00000000E+00 -0.35584644E+01
  0.73057900E-02 -0.35605572E+01
  0.14611580E-01 -0.35625311E+01
  0.21917370E-01 -0.35643770E+01
  0.29223160E-01 -0.35660889E+01
  0.36528950E-01 -0.35676605E+01
  0.43834740E-01 -0.35690858E+01
  0.51140530E-01 -0.35703587E+01
  0.58446320E-01 -0.35714735E+01
  0.65752110E-01 -0.35724245E+01
  0.73057900E-01 -0.35732066E+01
  0.80363690E-01 -0.35738149E+01
  0.87669480E-01 -0.35742451E+01
  0.94975270E-01 -0.35744935E+01
  0.10228106E+00 -0.35745569E+01
  0.10958685E+00 -0.35744329E+01
  0.11689264E+00 -0.35741198E+01
  0.12419843E+00 -0.35736166E+01
  0.13150422E+00 -0.35729231E+01
  0.13881001E+00 -0.35720401E+01
  0.14611580E+00 -0.35709690E+01
  0.15342159E+00 -0.35697122E+01
  0.16072738E+00 -0.35682730E+01
  0.16803317E+00 -0.35666554E+01
  0.17533896E+00 -0.35648642E+01
  0.18264475E+00 -0.35629052E+01
  0.18995054E+00 -0.35607848E+01
  0.19725633E+00 -0.35585099E+01
  0.20456212E+00 -0.35560883E+01
  0.21186791E+00 -0.35535282E+01
  0.21917370E+00 -0.35508384E+01
  0.22647949E+00 -0.35480279E+01
  0.23378528E+00 -0.35451060E+01
  0.24109107E+00 -0.35420822E+01
  0.24839686E+00 -0.35389661E+01
  0.25570265E+00 -0.35357672E+01
  0.26300844E+00 -0.35324945E+01
  0.27031423E+00 -0.35291571E+01
  0.27762002E+00 -0.35257631E+01
  0.28492581E+00 -0.35223202E+01
  0.29223160E+00 -0.35188354E+01
  0.29953739E+00 -0.35153142E+01
  0.30684318E+00 -0.35117615E+01
  0.31414897E+00 -0.35081805E+01
  0.32145476E+00 -0.35045730E+01
  0.32876055E+00 -0.35009393E+01
  0.33606634E+00 -0.34972778E+01
  0.34337213E+00 -0.34935849E+01
  0.35067792E+00 -0.34898552E+01
  0.35798371E+00 -0.34860808E+01
  0.36528950E+00 -0.34822518E+01
  0.37259529E+00 -0.34783562E+01
  0.37990108E+00 -0.34743792E+01
  0.38720687E+00 -0.34703040E+01
  0.39451266E+00 -0.34661115E+01
  0.40181845E+00 -0.34617804E+01
  0.40912424E+00 -0.34572869E+01
  0.41643003E+00 -0.34526057E+01
  0.42373582E+00 -0.34477093E+01
  0.43104161E+00 -0.34425687E+01
  0.43834740E+00 -0.34371535E+01
  0.44565319E+00 -0.34314322E+01
  0.45295898E+00 -0.34253724E+01
  0.46026477E+00 -0.34189411E+01
  0.46757056E+00 -0.34121053E+01
  0.47487635E+00 -0.34048321E+01
  0.48218214E+00 -0.33970893E+01
  0.48948793E+00 -0.33888454E+01
  0.49679372E+00 -0.33800705E+01
  0.50409951E+00 -0.33707362E+01
  0.51140530E+00 -0.33608162E+01
  0.51871109E+00 -0.33502868E+01
  0.52601688E+00 -0.33391268E+01
  0.53332267E+00 -0.33273183E+01
  0.54062846E+00 -0.33148466E+01
  0.54793425E+00 -0.33017007E+01
  0.55524004E+00 -0.32878734E+01
  0.56254583E+00 -0.32733615E+01
  0.56985162E+00 -0.32581661E+01
  0.57715741E+00 -0.32422926E+01
  0.58446320E+00 -0.32257509E+01
  0.59176899E+00 -0.32085556E+01
  0.59907478E+00 -0.31907261E+01
  0.60638057E+00 -0.31722870E+01
  0.61368636E+00 -0.31532679E+01
  0.62099215E+00 -0.31337043E+01
  0.62829794E+00 -0.31136381E+01
  0.63560373E+00 -0.30931181E+01
  0.64290952E+00 -0.30722013E+01
  0.65021531E+00 -0.30509549E+01
  0.65752110E+00 -0.30294582E+01
  0.66482689E+00 -0.30078060E+01
  0.67213268E+00 -0.29861136E+01
  0.67943847E+00 -0.29645228E+01
  0.68674426E+00 -0.29432114E+01
  0.69405005E+00 -0.29224052E+01
  0.70135584E+00 -0.29023946E+01
  0.70866163E+00 -0.28835591E+01
  0.71596742E+00 -0.28664118E+01
  0.72327321E+00 -0.28517919E+01
  0.73057900E+00 -0.28435242E+01
  0.73788479E+00 -0.28450394E+01
  0.74519058E+00 -0.28467094E+01
  0.75249637E+00 -0.28485362E+01
  0.75980216E+00 -0.28505223E+01
  0.76710795E+00 -0.28526712E+01
  0.77441374E+00 -0.28549871E+01
  0.78171953E+00 -0.28574749E+01
  0.78902532E+00 -0.28601401E+01
  0.79633111E+00 -0.28629888E+01
  0.80363690E+00 -0.28660274E+01
  0.81094269E+00 -0.28692629E+01
  0.81824848E+00 -0.28727027E+01
  0.82555427E+00 -0.28763543E+01
  0.83286006E+00 -0.28802256E+01
  0.84016585E+00 -0.28843244E+01
  0.84747164E+00 -0.28886587E+01
  0.85477743E+00 -0.28932365E+01
  0.86208322E+00 -0.28980655E+01
  0.86938901E+00 -0.29031534E+01
  0.87669480E+00 -0.29085075E+01
  0.88400059E+00 -0.29141347E+01
  0.89130638E+00 -0.29200417E+01
  0.89861217E+00 -0.29262344E+01
  0.90591796E+00 -0.29327183E+01
  0.91322375E+00 -0.29394982E+01
  0.92052954E+00 -0.29465782E+01
  0.92783533E+00 -0.29539617E+01
  0.93514112E+00 -0.29616512E+01
  0.94244691E+00 -0.29696484E+01
  0.94975270E+00 -0.29779539E+01
  0.95705849E+00 -0.29865676E+01
  0.96436428E+00 -0.29954882E+01
  0.97167007E+00 -0.30047134E+01
  0.97897586E+00 -0.30142399E+01
  0.98628165E+00 -0.30240632E+01
  0.99358744E+00 -0.30341778E+01
  0.10008932E+01 -0.30445770E+01
  0.10081990E+01 -0.30552530E+01
