   0.00000       -19.2916
   0.09393       -19.2915
   0.18785       -19.2910
   0.28178       -19.2904
   0.37571       -19.2896
   0.46963       -19.2887
   0.56356       -19.2880
   0.65749       -19.2879
   0.75141       -19.2890
   0.84534       -19.2908
   0.93927       -19.2922
   1.03319       -19.2928
   1.03319       -19.2928
   1.07966       -19.2928
   1.12614       -19.2928
   1.17261       -19.2928
   1.21908       -19.2928
   1.26555       -19.2928
   1.31202       -19.2928
   1.35849       -19.2928
   1.40496       -19.2928
   1.45143       -19.2928
   1.49790       -19.2928
   1.54437       -19.2928
   1.54437       -19.2928
   1.61078       -19.2925
   1.67720       -19.2918
   1.74362       -19.2907
   1.81003       -19.2897
   1.87645       -19.2892
   1.94286       -19.2896
   2.00928       -19.2904
   2.07570       -19.2913
   2.14211       -19.2920
   2.20853       -19.2926
   2.27495       -19.2927
 
   0.00000       -19.2916
   0.09393       -19.2914
   0.18785       -19.2908
   0.28178       -19.2899
   0.37571       -19.2887
   0.46963       -19.2873
   0.56356       -19.2858
   0.65749       -19.2843
   0.75141       -19.2831
   0.84534       -19.2821
   0.93927       -19.2814
   1.03319       -19.2812
   1.03319       -19.2812
   1.07966       -19.2812
   1.12614       -19.2812
   1.17261       -19.2812
   1.21908       -19.2812
   1.26555       -19.2812
   1.31202       -19.2812
   1.35849       -19.2812
   1.40496       -19.2812
   1.45143       -19.2813
   1.49790       -19.2813
   1.54437       -19.2813
   1.54437       -19.2813
   1.61078       -19.2814
   1.67720       -19.2818
   1.74362       -19.2824
   1.81003       -19.2828
   1.87645       -19.2827
   1.94286       -19.2818
   2.00928       -19.2807
   2.07570       -19.2806
   2.14211       -19.2806
   2.20853       -19.2805
   2.27495       -19.2805
 
   0.00000       -19.2566
   0.09393       -19.2573
   0.18785       -19.2593
   0.28178       -19.2624
   0.37571       -19.2663
   0.46963       -19.2708
   0.56356       -19.2751
   0.65749       -19.2787
   0.75141       -19.2807
   0.84534       -19.2812
   0.93927       -19.2812
   1.03319       -19.2812
   1.03319       -19.2812
   1.07966       -19.2812
   1.12614       -19.2812
   1.17261       -19.2812
   1.21908       -19.2812
   1.26555       -19.2812
   1.31202       -19.2812
   1.35849       -19.2812
   1.40496       -19.2812
   1.45143       -19.2813
   1.49790       -19.2813
   1.54437       -19.2813
   1.54437       -19.2813
   1.61078       -19.2813
   1.67720       -19.2812
   1.74362       -19.2812
   1.81003       -19.2811
   1.87645       -19.2809
   1.94286       -19.2808
   2.00928       -19.2807
   2.07570       -19.2797
   2.14211       -19.2789
   2.20853       -19.2784
   2.27495       -19.2782
 
   0.00000       -19.2546
   0.09393       -19.2544
   0.18785       -19.2544
   0.28178       -19.2551
   0.37571       -19.2560
   0.46963       -19.2570
   0.56356       -19.2581
   0.65749       -19.2592
   0.75141       -19.2602
   0.84534       -19.2609
   0.93927       -19.2614
   1.03319       -19.2616
   1.03319       -19.2616
